-0.8294,0.416,-1
-0.3391,0.01492,-1
-0.6364,0.3708,-1
-0.9941,0.03867,-1
0.3747,-0.34,-1
-0.7359,-0.000334,-1
0.4306,-0.1472,1
0.8153,-0.4499,1
0.5551,-0.5228,1
0.4138,0.5067,1
0.9399,-0.6908,1
-0.5805,-0.3727,-1
-0.9571,0.2337,-1
0.7384,-0.7678,1
-0.9209,-0.6538,-1
-0.9286,-0.6641,-1
0.9896,0.9109,1
-0.6871,0.03276,-1
-0.9952,-0.1167,-1
0.1632,0.7743,1
0.8413,0.356,1
0.5059,0.1231,1
-0.3814,-0.7662,-1
0.3886,0.4293,1
0.3858,0.6238,1
0.7961,-0.9917,1
-0.6021,-0.8184,-1
-0.8242,-0.3333,-1
-0.7158,0.6229,-1
-0.2212,-0.7421,-1
-0.3092,-0.8018,-1
-0.9474,0.7223,-1
0.3032,0.1244,1
0.3655,0.7771,1
-0.2499,-0.7342,-1
0.5859,-0.381,1
-0.5607,-0.1353,-1
0.5984,-0.3623,1
-0.8043,0.6558,-1
-0.5922,0.0007218,-1
-0.2752,-0.8501,-1
-0.4755,-0.1593,-1
0.6688,0.2983,1
0.9237,0.2411,1
0.5166,0.7947,1
0.8313,-0.9444,1
-0.5116,0.1509,-1
0.884,-0.7981,1
0.5933,0.8129,1
0.2719,0.2997,1
0.2886,0.818,1
0.2864,0.2975,1
0.6676,0.5365,1
0.6662,0.1508,1
-0.5372,-0.2757,-1
0.8655,0.9583,1
0.8079,0.2659,1
0.4997,0.538,1
0.5087,-0.3391,1
0.4868,0.5457,1
0.6321,0.5088,1
-0.2366,-0.3771,-1
0.5466,0.9335,1
-0.7606,0.3807,-1
0.7102,-0.1916,1
0.5777,-0.3851,1
0.6988,0.5666,1
